code,category,series,title,raw_id
C,과정평가형자격,기사,건설기계정비산업기사,C_건설기계정비산업기사
C,과정평가형자격,기사,건설안전기사,C_건설안전기사
C,과정평가형자격,기능사,건축도장기능사,C_건축도장기능사
C,과정평가형자격,기능사,타일기능사,C_타일기능사
C,과정평가형자격,기능사,굴착기운전기능사,C_굴착기운전기능사
C,과정평가형자격,기사,그린전동자동차기사,C_그린전동자동차기사
C,과정평가형자격,기능사,목공예기능사,C_목공예기능사
C,과정평가형자격,기사,광산보안산업기사,C_광산보안산업기사
C,과정평가형자격,기능사,피복아크용접기능사,C_피복아크용접기능사
C,과정평가형자격,기능사,가스텅스텐아크용접기능사,C_가스텅스텐아크용접기능사
C,과정평가형자격,기사,로봇기구개발기사,C_로봇기구개발기사
C,과정평가형자격,기능사,방사선비파괴검사기능사,C_방사선비파괴검사기능사
C,과정평가형자격,기능사,자기비파괴검사기능사,C_자기비파괴검사기능사
C,과정평가형자격,기능사,초음파비파괴검사기능사,C_초음파비파괴검사기능사
C,과정평가형자격,기능사,침투비파괴검사기능사,C_침투비파괴검사기능사
C,과정평가형자격,기능사,철도차량정비기능사,C_철도차량정비기능사
C,과정평가형자격,기사,멀티미디어콘텐츠제작전문가,C_멀티미디어콘텐츠제작전문가
C,과정평가형자격,기능사,이산화탄소가스아크용접기능사,C_이산화탄소가스아크용접기능사
C,과정평가형자격,기능사,항공기정비기능사,C_항공기정비기능사
